id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
104,PSHI-2026-02-I-133792,2,02/13/2026 02:40 PM,2026-02-13 13:59:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital  > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-13,2026,2,February,13,Friday,False,Afternoon
105,2026-00001953,2,02/13/2026 02:08 PM,2026-02-13 14:08:00,02/13/2026 02:28 PM,Student reported theft of unattended university property,BRILL HALL,2026-02-18 21:43:32,2026-02-13,2026,2,February,14,Friday,False,Afternoon
106,PSHI-2026-02-I-133783,2,02/13/2026 11:43 AM,2026-02-13 11:20:00,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-13,2026,2,February,11,Friday,False,Morning
107,PSHI-2026-02-I-133782,2,02/13/2026 11:40 AM,2026-02-13 11:31:00,,,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-13,2026,2,February,11,Friday,False,Morning
108,PSHI-2026-02-I-133779,2,02/13/2026 11:26 AM,2026-02-13 11:21:00,,Visitor fall.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Rotunda Cafe > HMC - Main Hospital - 1 - Rotunda Cafe,2026-02-18 21:43:32,2026-02-13,2026,2,February,11,Friday,False,Morning
109,PSHI-2026-02-I-133778,2,02/13/2026 11:24 AM,2026-02-13 10:45:00,,,Hershey - Dispatched To: HMC - Main Hospital - 4 - Neuro > HMC - Main Hospital - 4 - Neuro,2026-02-18 21:43:32,2026-02-13,2026,2,February,10,Friday,False,Morning
110,2026-00001946,2,02/13/2026 10:53 AM,2026-02-13 10:53:00,02/13/2026 11:21 AM,Employee reported concern for a student,STUDENT HEALTH CENTER,2026-02-18 21:43:32,2026-02-13,2026,2,February,10,Friday,False,Morning
111,PSHI-2026-02-I-133776,2,02/13/2026 10:35 AM,2026-02-13 10:07:00,,,Hershey - Dispatched To: HMC - Centerview Parking Garage > HMC - Centerview Parking Garage,2026-02-18 21:43:32,2026-02-13,2026,2,February,10,Friday,False,Morning
112,PSHI-2026-02-I-133775,2,02/13/2026 10:09 AM,2026-02-13 09:57:00,,,Hershey - Dispatched To: HMC - Main Hospital - 3 > HMC - Main Hospital - 3,2026-02-18 21:43:32,2026-02-13,2026,2,February,9,Friday,False,Morning
113,PSHI-2026-02-I-133774,2,02/13/2026 10:01 AM,2026-02-13 09:27:00,,,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32,2026-02-13,2026,2,February,9,Friday,False,Morning
114,PSHI-2026-02-I-133770,2,02/13/2026 08:07 AM,2026-02-13 07:40:00,,,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32,2026-02-13,2026,2,February,7,Friday,False,Morning
115,PSHI-2026-02-I-133767,2,02/13/2026 06:20 AM,2026-02-13 06:09:00,,Patient left care prior to discharge.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-13,2026,2,February,6,Friday,False,Morning
116,PSHI-2026-02-I-133766,2,02/13/2026 05:45 AM,2026-02-12 18:23:00,,Visitor mismatch to the sex offender registry.,Hershey - Reported Location: HMC - Children's Hospital,2026-02-18 21:43:32,2026-02-12,2026,2,February,18,Thursday,False,Evening
117,26ERtemp0002,5,02/13/2026 12:00 AM,2026-02-13 00:00:00,02/13/2026 12:10 AM,Resident Assistant reported a suspicious odor,NIAGARA HALL,2026-02-18 21:43:32,2026-02-13,2026,2,February,0,Friday,False,Late Night
118,26ABTemp0003,2,02/13/2026 12:00 AM,2026-02-13 10:03:00,02/13/2026 10:19 AM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-02-13,2026,2,February,10,Friday,False,Morning
119,2026-00001929,2,02/12/2026 08:39 PM,2026-02-12 20:39:00,02/12/2026 08:57 PM,"Employee reported the odor of marijuana, origin not located",TENER HALL,2026-02-18 21:43:32,2026-02-12,2026,2,February,20,Thursday,False,Evening
120,PSHI-2026-02-I-133760,2,02/12/2026 08:03 PM,2026-02-12 18:53:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,18,Thursday,False,Evening
121,PSHI-2026-02-I-133759,2,02/12/2026 06:48 PM,2026-02-12 17:52:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,17,Thursday,False,Evening
123,2026-00001917,2,02/12/2026 04:41 PM,2026-02-12 05:30:00,02/12/2026 04:30 PM,Employee reported suspicious activity,PHYSICAL PLANT BLDG,2026-02-18 21:43:32,2026-02-12,2026,2,February,5,Thursday,False,Morning
124,PSHI-2026-02-I-133752,2,02/12/2026 04:23 PM,2026-02-12 16:00:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,16,Thursday,False,Afternoon
125,PSHI-2026-02-I-133750,2,02/12/2026 02:46 PM,2026-02-12 14:33:00,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,14,Thursday,False,Afternoon
126,2026-00001915,2,02/12/2026 02:36 PM,2026-02-12 14:27:00,02/12/2026 03:01 PM,"Employee reported the odor of marijuana, origin not located",TENER HALL,2026-02-18 21:43:32,2026-02-12,2026,2,February,14,Thursday,False,Afternoon
128,2026-00001913,2,02/12/2026 02:00 PM,2026-01-26 13:00:00,01/26/2026 03:00 PM,Employee reported a university policy violation,NITTANY APT,2026-02-18 21:43:32,2026-01-26,2026,1,January,13,Monday,False,Afternoon
129,2026-00001912,2,02/12/2026 01:45 PM,2026-02-09 00:00:00,02/12/2026 01:45 PM,Student reported being harassed,UNKNOWN ON CAMPUS PROPERTY,2026-02-18 21:43:32,2026-02-09,2026,2,February,0,Monday,False,Late Night
130,PSHI-2026-02-I-133745,2,02/12/2026 12:23 PM,2026-02-12 11:39:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,11,Thursday,False,Morning
131,26ALtemp0002,3,02/12/2026 12:05 PM,2026-02-12 11:50:00,,Employee reported suspicious activity,PORT SKY,2026-02-18 21:43:32,2026-02-12,2026,2,February,11,Thursday,False,Morning
132,PSHI-2026-02-I-133744,2,02/12/2026 11:01 AM,2026-02-12 10:30:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,10,Thursday,False,Morning
133,2026-00001907,2,02/12/2026 10:49 AM,2026-02-11 11:15:00,02/11/2026 03:00 PM,Visitor reported the theft of their unattended personal property,HOLUBA HALL,2026-02-18 21:43:32,2026-02-11,2026,2,February,11,Wednesday,False,Morning
134,PSHI-2026-02-I-133743,2,02/12/2026 10:31 AM,2026-02-12 09:48:00,,,Hershey - Dispatched To: HMC - UPC-2 - 1 - Dialysis > HMC - UPC-2 - 1 - Dialysis,2026-02-18 21:43:32,2026-02-12,2026,2,February,9,Thursday,False,Morning
135,PSHI-2026-02-I-133742,2,02/12/2026 09:54 AM,2026-02-12 09:10:00,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,9,Thursday,False,Morning
136,PSHI-2026-02-I-133741,2,02/12/2026 09:26 AM,2026-02-12 09:00:00,,Victim of violence receiving treatment.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,9,Thursday,False,Morning
137,2026-00001901,2,02/12/2026 09:25 AM,2026-02-12 09:21:00,02/12/2026 10:05 AM,Employee reported a university policy violation,SIMMONS HALL,2026-02-18 21:43:32,2026-02-12,2026,2,February,9,Thursday,False,Morning
139,PSHI-2026-02-I-133737,2,02/12/2026 08:17 AM,2026-02-12 08:04:00,,Assisted LE with access to forensic kit.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,8,Thursday,False,Morning
140,26HNtemp0001,15,02/12/2026 08:00 AM,2026-02-10 00:00:00,02/12/2026 08:00 AM,Employee requested assistance with an administrative matter,6585 MCKINLEY ST,2026-02-18 21:43:32,2026-02-10,2026,2,February,0,Tuesday,False,Late Night
141,PSHI-2026-02-I-133731,2,02/12/2026 03:22 AM,2026-02-12 02:54:00,,Intervened in patient elopement.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-12,2026,2,February,2,Thursday,False,Late Night
142,26BRtemp0001,6,02/12/2026 02:29 AM,2026-02-12 02:29:00,02/12/2026 02:49 AM,Employee reported a concern for a student,HARMONY HALL,2026-02-18 21:43:32,2026-02-12,2026,2,February,2,Thursday,False,Late Night
143,PSHI-2026-02-I-133729,2,02/12/2026 01:26 AM,2026-02-11 11:57:00,,Patient left care prior to discharge process being completed.,Hershey - Reported Location: HMC - Emergency Department - 1 - Emergency Department,2026-02-18 21:43:32,2026-02-11,2026,2,February,11,Wednesday,False,Morning
144,26ALtemp0001,3,02/12/2026 12:48 AM,2026-02-12 00:48:00,,Assisted the ambulance with a medical emergency,OAK HALL,2026-02-18 21:43:32,2026-02-12,2026,2,February,0,Thursday,False,Late Night
145,26HNtemp0002,15,02/11/2026 11:55 PM,2026-02-11 23:55:00,02/12/2026 12:05 AM,Assisted Law Enfoecement agency with an investigation,PA-93 & WOODBINE ST,2026-02-18 21:43:32,2026-02-11,2026,2,February,23,Wednesday,False,Late Night
146,PSHI-2026-02-I-133727,2,02/11/2026 11:27 PM,2026-02-11 20:58:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32,2026-02-11,2026,2,February,20,Wednesday,False,Evening
147,PSHI-2026-02-I-133728,2,02/11/2026 11:27 PM,2026-02-11 22:03:00,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-11,2026,2,February,22,Wednesday,False,Late Night
148,PSHI-2026-02-I-133725,2,02/11/2026 10:56 PM,2026-02-11 19:35:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32,2026-02-11,2026,2,February,19,Wednesday,False,Evening
149,2026-00001891,2,02/11/2026 09:45 PM,2026-02-11 21:45:00,02/12/2026 12:50 AM,Employee reported disorderly persons,MCKEAN RD & BIGLER RD,2026-02-18 21:43:32,2026-02-11,2026,2,February,21,Wednesday,False,Evening
150,PSHI-2026-02-I-133719,2,02/11/2026 09:35 PM,2026-02-11 20:42:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-11,2026,2,February,20,Wednesday,False,Evening
151,2026-00001885,2,02/11/2026 07:53 PM,2026-02-11 19:53:00,02/11/2026 08:30 PM,Students reported disorderly persons,PATTERSON HALL,2026-02-18 21:43:32,2026-02-11,2026,2,February,19,Wednesday,False,Evening
152,2026-00001880,2,02/11/2026 06:20 PM,2026-02-11 18:20:00,02/11/2026 06:53 PM,Visitor reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32,2026-02-11,2026,2,February,18,Wednesday,False,Evening
153,26ERtemp0001,5,02/11/2026 05:31 PM,2026-02-11 17:31:00,02/11/2026 05:50 PM,Assisted the fire department with a reported fire,SENAT HALL,2026-02-18 21:43:32,2026-02-11,2026,2,February,17,Wednesday,False,Evening
154,PSHI-2026-02-I-133714,2,02/11/2026 05:08 PM,2026-02-11 16:40:00,,Theft of wallet.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32,2026-02-11,2026,2,February,16,Wednesday,False,Afternoon
155,26ABTMP00001,2,02/11/2026 04:56 PM,2026-02-11 16:50:00,02/11/2026 04:56 PM,Assisted an ambulance with a medical emergency,SUTHERLAND BUILDING,2026-02-18 21:43:32,2026-02-11,2026,2,February,16,Wednesday,False,Afternoon
157,PSHI-2026-02-I-133704,2,02/11/2026 01:34 PM,2026-02-11 13:20:00,,Vetted suspicious activity.,Hershey - Dispatched To: COM - College of Medicine - 1 > COM - College of Medicine - 1,2026-02-18 21:43:32,2026-02-11,2026,2,February,13,Wednesday,False,Afternoon
158,PSHI-2026-02-I-133703,2,02/11/2026 12:40 PM,2026-02-11 12:16:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32,2026-02-11,2026,2,February,12,Wednesday,False,Afternoon
159,PSHI-2026-02-I-133702,2,02/11/2026 12:13 PM,2026-02-11 10:55:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32,2026-02-11,2026,2,February,10,Wednesday,False,Morning
160,26MAtemp0001,17,02/11/2026 12:05 PM,2026-02-09 19:40:00,02/10/2026 12:30 AM,Assisted an employee with an administrative matter,MULTI-PURPOSE BUILDING,2026-02-18 21:43:32,2026-02-09,2026,2,February,19,Monday,False,Evening
162,PSHI-2026-02-I-133698,2,02/11/2026 11:10 AM,2026-02-11 22:41:00,,Property damage,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-11,2026,2,February,22,Wednesday,False,Late Night
163,PSHI-2026-02-I-133697,2,02/11/2026 11:09 AM,2026-02-11 22:05:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32,2026-02-11,2026,2,February,22,Wednesday,False,Late Night
164,PSHI-2026-02-I-133696,2,02/11/2026 10:56 AM,2026-02-11 08:01:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 > HMC - Main Hospital - 4,2026-02-18 21:43:32,2026-02-11,2026,2,February,8,Wednesday,False,Morning
165,PSHI-2026-02-I-133695,2,02/11/2026 10:53 AM,2026-02-11 08:40:00,,Theft of items.,Hershey - Dispatched To: COM - Basic Science - 7 > COM - Basic Science - 7,2026-02-18 21:43:32,2026-02-11,2026,2,February,8,Wednesday,False,Morning
166,2026-00001870,2,02/11/2026 10:22 AM,2026-02-11 10:22:00,,Student reported the loss or theft of their unsecured personal property,HIESTER HALL,2026-02-18 21:43:32,2026-02-11,2026,2,February,10,Wednesday,False,Morning
167,2026-00001867,2,02/11/2026 09:50 AM,2026-02-05 05:00:00,02/11/2026 09:50 AM,Employee reported the loss of their unsecured personal property,INTRAMURAL BLDG,2026-02-18 21:43:32,2026-02-05,2026,2,February,5,Thursday,False,Morning
168,PSHI-2026-02-I-133691,2,02/11/2026 09:35 AM,2026-02-11 09:20:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32,2026-02-11,2026,2,February,9,Wednesday,False,Morning
169,2026-00001864,2,02/11/2026 09:13 AM,2026-02-11 09:13:00,02/11/2026 09:32 AM,Assisted the fire department with a reported fire alarm,MINUTEMAN LN,2026-02-18 21:43:32,2026-02-11,2026,2,February,9,Wednesday,False,Morning
170,26BKtemp0001,4,02/11/2026 09:02 AM,2026-02-11 09:02:00,,Employee reported parking concern,FACULTY STAFF VISITOR LOT B1- BERKS,2026-02-18 21:43:32,2026-02-11,2026,2,February,9,Wednesday,False,Morning
171,2026-00001862,2,02/11/2026 08:30 AM,2026-02-11 08:13:00,02/11/2026 08:48 AM,Employee reported a two vehicle crash with no injury,SHORTLIDGE RD & EISENHOWER RD,2026-02-18 21:43:32,2026-02-11,2026,2,February,8,Wednesday,False,Morning
172,PSHI-2026-02-I-133686,2,02/11/2026 04:17 AM,2026-02-10 22:59:00,,Visitor match to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32,2026-02-10,2026,2,February,22,Tuesday,False,Late Night
174,PSHI-2026-02-I-133684,2,02/11/2026 04:08 AM,2026-02-10 23:15:00,,Vetted visitor through lobby management software.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Main Information Desk > HMC - Main Hospital - 1 - Main Information Desk,2026-02-18 21:43:32,2026-02-10,2026,2,February,23,Tuesday,False,Late Night
175,PSHI-2026-02-I-133679,2,02/11/2026 12:58 AM,2026-02-11 00:13:00,,Victim of violence receiving treatment.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-11,2026,2,February,0,Wednesday,False,Late Night
176,PSHI-2026-02-I-133678,2,02/11/2026 12:55 AM,2026-02-10 07:51:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-10,2026,2,February,7,Tuesday,False,Morning
177,PSHI-2026-02-I-133677,2,02/11/2026 12:17 AM,2026-02-10 23:25:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-10,2026,2,February,23,Tuesday,False,Late Night
178,26AL00070,3,02/10/2026 11:43 PM,2026-02-10 23:23:00,02/10/2026 11:33 PM,Student reported a suspicious odor,CEDAR HALL,2026-02-18 21:43:32,2026-02-10,2026,2,February,23,Tuesday,False,Late Night
179,26ER00046,5,02/10/2026 10:45 PM,2026-02-10 22:45:00,,Student reported the theft of University property,NIAGARA HALL,2026-02-18 21:43:32,2026-02-10,2026,2,February,22,Tuesday,False,Late Night
180,26HB00068,13,02/10/2026 09:30 PM,2026-02-10 21:30:00,02/10/2026 09:40 PM,Student requested assistance with a personal matter,OLMSTED BUILDING,2026-02-18 21:43:32,2026-02-10,2026,2,February,21,Tuesday,False,Evening
181,26UP00696,1,02/10/2026 07:07 PM,2026-02-10 19:07:00,02/10/2026 07:25 PM,Student reported suspicious activity,PATTERSON HALL,2026-02-18 21:43:32,2026-02-10,2026,2,February,19,Tuesday,False,Evening
182,26UP00695,1,02/10/2026 06:42 PM,2026-02-10 18:42:00,02/10/2026 07:15 PM,Employee reported a University policy violation,WILLARD BLDG,2026-02-18 21:43:32,2026-02-10,2026,2,February,18,Tuesday,False,Evening
183,26UP00693,1,02/10/2026 04:25 PM,2026-02-10 16:25:00,02/10/2026 05:00 PM,Student reported suspicious person,NITTANY PARKING,2026-02-18 21:43:32,2026-02-10,2026,2,February,16,Tuesday,False,Afternoon
184,26AB00054,2,02/10/2026 03:56 PM,2026-02-10 14:45:00,02/10/2026 03:05 PM,Student reported the loss or theft of their unattended personal property,WOODLAND BUILDING,2026-02-18 21:43:32,2026-02-10,2026,2,February,14,Tuesday,False,Afternoon
185,PSHI-2026-02-I-133660,2,02/10/2026 03:45 PM,2026-02-10 15:52:00,,Cashiers office escort.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32,2026-02-10,2026,2,February,15,Tuesday,False,Afternoon
186,PSHI-2026-02-I-133659,2,02/10/2026 03:37 PM,2026-02-10 14:00:00,,Provider received scam DEA call.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32,2026-02-10,2026,2,February,14,Tuesday,False,Afternoon
187,26UP00691,1,02/10/2026 02:33 PM,2026-02-10 14:33:00,02/10/2026 03:21 PM,Employee reported abandoned property,WESTGATE BLDG,2026-02-18 21:43:32,2026-02-10,2026,2,February,14,Tuesday,False,Afternoon
188,PSHI-2026-02-I-133650,2,02/10/2026 02:18 PM,2026-02-10 14:04:00,,Visitor fall.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32,2026-02-10,2026,2,February,14,Tuesday,False,Afternoon
189,26UP00690,1,02/10/2026 01:38 PM,2026-02-10 13:38:00,02/10/2026 02:38 PM,Employee requested assistance with a personal matter,RED A (BUS DEPOT) LOT,2026-02-18 21:43:32,2026-02-10,2026,2,February,13,Tuesday,False,Afternoon
190,26UP00689,1,02/10/2026 01:36 PM,2026-02-10 13:36:00,02/10/2026 03:30 PM,Officer conducted a pre-employment background investigation,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32,2026-02-10,2026,2,February,13,Tuesday,False,Afternoon
191,26UP00688,1,02/10/2026 01:28 PM,2026-02-10 13:28:00,02/10/2026 01:44 PM,Visitor reported suspicious activity/persons,MILLENNIUM SCIENCE COMPLEX,2026-02-18 21:43:32,2026-02-10,2026,2,February,13,Tuesday,False,Afternoon
192,26UP00687,1,02/10/2026 12:45 PM,2026-02-10 12:45:00,02/10/2026 01:15 PM,Student reported the loss of their unattended personal property,AG SCIENCE AND INDUSTRIES,2026-02-18 21:43:32,2026-02-10,2026,2,February,12,Tuesday,False,Afternoon
193,26AB00055,2,02/10/2026 12:25 PM,2026-02-10 11:54:00,02/10/2026 11:55 AM,Student reported being harassed,LOT G - ABINGTON,2026-02-18 21:43:32,2026-02-10,2026,2,February,11,Tuesday,False,Morning
194,26BK00033,4,02/10/2026 12:17 PM,2025-08-01 00:00:00,02/10/2026 12:55 PM,Received this department's copy of a Protection From Abuse (PFA) order,LUERSSEN SCIENCE BUILDING,2026-02-18 21:43:32,2025-08-01,2025,8,August,0,Friday,False,Late Night
195,26AL00069,3,02/10/2026 12:13 PM,2026-02-10 10:05:00,02/10/2026 12:10 PM,Student reported a hit and run vehicle crash,HAWTHORN LOT - ALTOONA,2026-02-18 21:43:32,2026-02-10,2026,2,February,10,Tuesday,False,Morning
196,26UP00686,1,02/10/2026 12:08 PM,2026-02-10 12:00:00,02/10/2026 12:08 PM,Employee reported a two vehicle crash with no injuries,YELLOW R AG ADMIN LOT,2026-02-18 21:43:32,2026-02-10,2026,2,February,12,Tuesday,False,Afternoon
197,26BW00031,7,02/10/2026 11:45 AM,2026-02-10 11:45:00,02/10/2026 11:50 AM,Employee requested assistance with an administrative matter,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-02-10,2026,2,February,11,Tuesday,False,Morning
198,26BW00030,7,02/10/2026 10:27 AM,2026-02-10 06:37:00,02/10/2026 06:38 AM,Employee reported accidental damage to University property,MAIN BUILDING,2026-02-18 21:43:32,2026-02-10,2026,2,February,6,Tuesday,False,Morning
199,PSHI-2026-02-I-133646,2,02/10/2026 10:22 AM,2026-02-10 10:02:00,,Assisted clinical staff with complex social issue involving patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32,2026-02-10,2026,2,February,10,Tuesday,False,Morning
200,PSHI-2026-02-I-133643,2,02/10/2026 08:20 AM,2026-02-10 08:17:00,,Medical marijuana safekeeping.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32,2026-02-10,2026,2,February,8,Tuesday,False,Morning
201,PSHI-2026-02-I-133638,2,02/10/2026 02:30 AM,2026-02-10 01:38:00,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32,2026-02-10,2026,2,February,1,Tuesday,False,Late Night
